Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
Bhutan,BTN,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.40748815,27.85194517,28.31257078,28.56629327,29.03863107,29.37231892,29.62180195,29.84574396,30.13429951,30.33176108,30.57713865,30.87328007,31.18897758,31.41603469,31.76884993,32.12862313,32.66833318,32.93826198,33.27041856,33.61714387,30.64547958,31.74700541,32.69749925,32.52681128,32.35317067,32.64724566,32.81769188,32.94350032,33.42706981,35.22563127,34.53239052,40.80442431,40.93148726,41.27577923,41.75113193
Botswana,BWA,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.15054573,66.28195836,66.38286247,66.46772467,66.63989817,66.97884092,66.1430524,64.59220702,65.72884811,66.61844776,69.3215397,67.20165634,64.27855613,64.47354978,64.41689478,64.10661708,64.76648483,65.19936006,65.32179395,65.78721764,66.10077888,66.21297267,66.89013267,67.30924622,67.23091266,67.67887478,68.0164662,68.3031692,68.60229575,65.51695435,66.45502646,66.66142415,66.21065786,66.14425673,66.19876133
Central African Republic,CAF,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.58829665,17.51332686,17.22303339,17.57330414,18.07773634,17.29904202,17.63790444,17.937051,18.43191979,17.8767672,18.1430567,18.41729424,17.42065276,17.9724858,17.93514537,18.31871257,18.71037248,18.79879353,20.01147926,20.87965235,21.29311932,22.02443093,19.38563257,19.62523781,20.35433886,20.82395634,21.29751192,21.58726798,21.96317525,20.48260745,20.19221135,20.39336492,20.61759905,20.49906634,20.54640053
Canada,CAN,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.6686666,73.36704151,74.00745424,73.98269694,73.91851801,74.13731099,73.93563977,73.89174627,74.07241261,74.19030405,74.77702423,74.65325974,74.91952016,74.92804712,75.18744064,75.71189622,76.28928911,76.55243396,77.66903484,77.961596,77.75260912,77.59974762,77.79773832,78.03680506,78.31331446,78.53999332,78.73102405,78.7757868,79.1588097,78.95752715,79.29896848,79.32289125,79.51456775,79.93764916,80.14686547
Central Europe and the Baltics,CEB,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.95473074,42.82030388,43.7185958,44.58678489,45.66770565,46.4328561,47.08834757,47.69824701,48.68927629,49.44820812,50.20318352,51.13362276,51.68605486,52.66703336,53.19921686,54.03951551,54.26713153,54.39780131,56.09966499,56.85848505,57.06085528,57.52105391,58.08621843,58.30565156,59.03297938,59.26807828,59.3118537,59.57670054,59.94572387,60.08839369,60.86447866,61.20054047,61.80940235,62.95546802,63.39982391
Switzerland,CHE,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.99226302,69.31875279,69.78526322,69.39649719,68.59201275,69.20004442,70.05557899,70.16146627,70.37572848,70.69526418,70.96706641,72.24384064,73.34431531,73.73054235,73.76916118,73.54268395,73.40531801,73.64258415,74.45741108,74.33774741,74.44702817,74.93528928,74.7989134,75.3541484,75.89929039,76.16126484,76.38448918,76.56052294,77.04752126,77.0655294,77.47022222,77.69566534,77.84402607,77.85213872,78.16854299
Channel Islands,CHI,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.48934175,76.85883199,77.15616611,77.35608079,77.66873654,77.99040849,78.26345027,78.57645281,78.87837282,79.12033891,79.43023938,79.74153285,79.96189447,80.19779567,80.42193975,80.65069441,80.86809716,81.17993387,81.69581503,82.0487247,82.24652699,82.62043522,82.83364145,82.97994576,83.20335143,83.41457074,83.59726045,83.82328831,84.04408002,84.51202619,84.57142147,84.66017751,84.88455188,85.1018948,85.29259131
Chile,CHL,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.51665155,57.51907843,58.22398607,59.61939679,60.15780108,59.81697153,60.31750806,61.98962599,64.14067817,64.23425191,64.446561,64.72419977,65.0343639,65.56761298,65.992246,66.44315182,66.87721834,67.17801142,67.69147441,68.1071485,68.12447793,67.90490157,68.41095906,69.04733558,68.98074593,69.76211362,70.20910588,70.69939223,71.10577602,70.88237563,70.44921162,70.83218612,71.68554651,72.10081993,72.43440927
China,CHN,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.92831794,19.79985805,21.19955485,23.00051842,24.79982376,25.99999617,26.39968959,26.69988996,26.90001766,25.31341885,27.70003893,28.59989194,29.30048106,30.60029209,31.39979159,32.20011329,32.40000014,33.20011143,34.09999151,34.5995668,35.70007838,36.09981401,38.4998131,40.59907766,42.39971074,42.93342594,43.34580363,43.88471988,44.51927352,45.2678537,45.59698456,44.98860513,45.77239351,46.15105998,46.53081429
Cote d'Ivoire,CIV,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.1032606,36.35707083,36.61609529,36.99269043,37.23218631,37.48991701,37.86549764,38.1289414,38.44760557,38.59112597,38.66439407,38.725211,38.78224189,39.24624305,39.57892752,39.81482491,40.10335352,40.38971118,40.81580999,41.19908616,41.34857874,42.21555406,42.96779468,42.03536392,40.90068939,39.73585641,41.17026944,42.32862522,43.60949213,40.95170996,39.38226507,38.44696012,39.13040401,39.74496544,40.30195519
